ticket_id,user_id,issue_type,created_date,resolution_hours,satisfaction_score
630,404,feature_request,2026-06-25,6.6,1.0
631,404,billing,2026-05-28,6.4,3.0
632,407,performance,2025-09-02,13.0,
633,408,performance,2026-05-20,9.6,3.0
634,408,how_to,2026-03-05,2.7,
635,408,bug,2025-12-04,73.6,1.0
636,410,how_to,2025-09-24,9.3,3.0
637,412,feature_request,2026-07-14,24.2,4.0
638,415,bug,2025-09-28,41.3,5.0
639,416,how_to,2026-05-29,74.7,5.0
640,417,how_to,2026-08-30,4.4,3.0
641,418,performance,2025-11-27,17.2,5.0
642,419,billing,2025-10-26,8.0,2.0
643,419,billing,2026-03-30,8.2,4.0
644,419,bug,2025-07-06,11.4,5.0
645,419,billing,2025-03-20,12.0,1.0
646,419,performance,2025-09-11,18.9,4.0
647,421,feature_request,2026-08-04,8.9,4.0
648,422,how_to,2026-06-20,4.1,1.0
649,422,bug,2026-04-14,19.0,5.0
650,422,bug,2026-04-15,2.2,3.0
651,423,feature_request,2025-10-26,1.0,5.0
652,424,feature_request,2026-08-04,1.1,
653,424,performance,2026-02-10,4.7,2.0
654,424,feature_request,2026-07-26,12.0,3.0
655,425,performance,2025-10-27,34.6,
656,427,billing,2026-07-14,23.7,3.0
657,427,performance,2026-02-14,5.1,
658,427,feature_request,2025-07-18,3.8,2.0
659,428,how_to,2025-12-23,9.8,2.0
660,428,bug,2026-05-02,9.0,5.0
661,428,billing,2026-01-18,24.2,
662,428,how_to,2026-02-13,10.6,2.0
663,428,billing,2026-06-11,3.9,5.0
664,429,bug,2026-07-09,3.4,2.0
665,429,how_to,2026-08-20,5.3,4.0
666,430,performance,2026-01-17,24.7,3.0
667,431,performance,2026-06-14,41.7,4.0
668,431,performance,2026-08-12,5.5,
669,432,feature_request,2026-04-25,2.8,4.0
670,432,bug,2026-08-30,51.6,5.0
671,433,feature_request,2026-03-14,28.1,
672,433,bug,2026-03-24,9.1,5.0
673,435,performance,2026-04-06,11.7,1.0
674,438,performance,2025-12-23,58.0,2.0
675,440,bug,2026-06-21,8.8,3.0
676,441,billing,2026-06-12,81.0,4.0
677,443,performance,2026-07-15,18.4,3.0
678,443,performance,2026-04-21,5.2,
679,443,how_to,2025-12-10,4.4,4.0
680,444,how_to,2026-08-03,34.2,5.0
681,444,performance,2026-07-09,9.9,4.0
682,445,feature_request,2025-07-25,7.1,5.0
683,445,how_to,2025-05-25,15.0,3.0
684,445,performance,2025-07-27,6.2,3.0
685,445,how_to,2026-05-24,32.7,3.0
686,446,billing,2026-07-13,78.2,2.0
687,446,bug,2026-07-26,14.1,1.0
688,447,feature_request,2026-08-18,57.7,3.0
689,448,performance,2026-05-06,13.6,
690,448,performance,2026-02-08,45.3,
691,448,feature_request,2026-07-27,10.8,5.0
692,449,feature_request,2026-02-07,1.3,1.0
693,449,feature_request,2024-12-31,12.3,5.0
694,449,bug,2025-11-26,26.9,4.0
695,449,feature_request,2026-01-24,14.4,1.0
696,449,billing,2026-08-25,33.2,5.0
697,449,how_to,2026-07-22,10.6,4.0
698,450,feature_request,2026-02-17,33.2,2.0
699,451,performance,2026-03-13,8.3,4.0
700,452,feature_request,2025-08-31,82.1,1.0
701,452,how_to,2025-09-02,30.1,3.0
702,453,performance,2026-01-11,54.8,4.0
703,453,performance,2026-06-28,17.9,5.0
704,454,bug,2026-01-24,14.2,
705,459,billing,2026-03-22,43.8,5.0
706,459,feature_request,2026-05-11,19.2,
707,461,bug,2026-08-09,10.0,1.0
708,461,how_to,2026-01-19,25.1,2.0
709,461,billing,2025-12-13,1.7,
710,461,performance,2026-05-10,54.6,4.0
711,461,bug,2026-02-11,3.1,3.0
712,462,bug,2025-08-13,12.0,5.0
713,462,performance,2025-10-21,15.4,
714,463,feature_request,2025-09-22,36.0,
715,463,how_to,2025-08-04,45.1,4.0
716,463,performance,2026-04-10,4.8,1.0
717,464,performance,2026-07-28,29.4,3.0
718,465,billing,2026-04-02,5.7,1.0
719,465,performance,2026-07-12,1.0,1.0
720,466,billing,2025-07-22,46.8,2.0
721,467,feature_request,2025-09-29,63.9,5.0
722,467,billing,2025-06-23,18.0,3.0
723,467,how_to,2025-10-11,7.2,
724,469,feature_request,2025-09-05,8.7,5.0
725,470,how_to,2025-10-19,4.4,
726,470,billing,2026-01-16,11.5,3.0
727,471,feature_request,2025-11-20,5.1,3.0
728,471,billing,2026-01-05,26.4,3.0
729,471,performance,2025-10-09,23.4,2.0
730,471,billing,2025-12-24,22.1,5.0
731,471,how_to,2026-01-15,16.2,3.0
732,472,bug,2025-10-24,17.6,4.0
733,474,billing,2026-01-04,2.1,
734,475,bug,2025-11-29,7.8,4.0
735,475,feature_request,2026-06-03,19.6,5.0
736,476,billing,2026-05-30,9.5,1.0
737,476,bug,2026-06-06,32.1,
738,476,feature_request,2026-05-19,0.9,4.0
739,477,bug,2026-07-22,60.8,5.0
740,479,billing,2026-06-11,2.1,2.0
741,479,feature_request,2026-03-31,86.2,3.0
742,480,bug,2026-06-19,15.9,5.0
743,480,billing,2025-10-18,13.5,
744,483,how_to,2026-07-05,5.2,3.0
745,484,feature_request,2026-08-13,20.6,5.0
746,484,billing,2025-08-02,3.0,2.0
747,487,bug,2025-11-17,1.1,4.0
748,488,bug,2025-07-25,13.1,5.0
749,488,how_to,2025-11-15,1.0,4.0
750,489,feature_request,2026-08-05,9.7,3.0
751,489,billing,2026-04-07,9.1,4.0
752,491,performance,2026-08-19,34.9,1.0
753,492,how_to,2026-08-28,23.9,3.0
754,492,performance,2026-07-11,14.6,
755,492,billing,2026-08-11,15.8,5.0
756,492,billing,2026-08-07,34.0,4.0
757,492,feature_request,2026-08-05,7.9,3.0
758,493,bug,2025-06-16,16.0,5.0
759,493,feature_request,2026-04-23,58.5,3.0
760,494,feature_request,2026-03-03,10.1,5.0
761,494,bug,2026-08-25,45.9,3.0
762,495,billing,2025-06-27,0.4,4.0
763,495,performance,2025-09-07,79.6,5.0
764,496,performance,2025-12-08,27.6,
765,496,performance,2026-01-11,64.7,
766,497,performance,2026-05-11,20.9,4.0
767,498,how_to,2026-06-19,55.1,4.0
768,498,feature_request,2026-07-10,23.4,4.0
769,498,feature_request,2026-08-23,3.4,5.0
770,499,how_to,2026-08-26,57.5,1.0
771,500,feature_request,2026-03-29,4.9,3.0
772,500,performance,2026-06-30,33.9,3.0
773,501,bug,2026-07-30,23.0,
774,503,bug,2026-07-13,3.8,4.0
775,504,how_to,2026-08-15,3.4,1.0
776,506,how_to,2026-06-09,0.5,5.0
777,506,bug,2026-03-18,0.8,
778,507,performance,2024-12-29,18.6,3.0
779,507,how_to,2025-02-20,58.7,4.0
780,507,feature_request,2025-08-30,11.8,1.0
781,508,bug,2026-02-19,65.7,3.0
782,509,how_to,2026-07-31,66.8,4.0
783,509,billing,2026-06-01,7.7,
784,509,billing,2026-05-23,9.7,1.0
785,510,feature_request,2026-03-06,38.4,4.0
786,510,bug,2026-07-08,32.2,3.0
787,510,bug,2025-12-24,1.6,
788,511,feature_request,2025-12-14,8.7,
789,512,how_to,2026-08-25,38.8,2.0
790,512,feature_request,2026-07-10,13.7,3.0
791,512,performance,2026-08-16,48.9,3.0
792,512,feature_request,2026-08-08,4.8,1.0
793,513,feature_request,2025-10-10,9.5,3.0
794,514,feature_request,2026-07-04,14.1,1.0
795,514,performance,2026-03-29,32.5,3.0
796,515,feature_request,2026-08-24,8.6,4.0
797,516,performance,2025-05-31,10.5,
798,517,bug,2026-01-11,21.0,2.0
799,518,performance,2026-06-22,21.9,3.0
800,519,feature_request,2026-04-06,12.7,5.0
801,519,performance,2025-04-08,16.9,3.0
802,521,performance,2026-08-08,11.0,3.0
803,521,feature_request,2026-08-10,92.8,5.0
804,522,how_to,2026-03-07,57.8,4.0
805,523,bug,2026-03-07,15.5,5.0
806,523,billing,2026-05-02,11.7,2.0
807,523,bug,2026-06-09,81.7,2.0
808,523,feature_request,2026-04-19,28.7,4.0
809,525,feature_request,2026-06-15,19.1,1.0
810,525,billing,2026-08-13,13.0,3.0
811,526,performance,2026-05-02,42.0,4.0
812,527,billing,2026-05-16,85.7,3.0
813,528,performance,2026-05-18,15.2,4.0
814,529,bug,2026-08-29,3.3,3.0
815,529,performance,2026-07-21,8.5,3.0
816,530,performance,2025-12-16,4.4,3.0
817,530,performance,2025-03-06,9.7,
818,531,how_to,2025-11-08,4.7,3.0
819,531,how_to,2026-04-17,53.2,1.0
820,531,how_to,2025-08-04,14.8,1.0
821,532,performance,2026-08-03,2.4,4.0
822,532,billing,2026-07-28,30.6,1.0
823,533,feature_request,2026-08-01,1.0,5.0
824,535,billing,2025-11-20,15.1,1.0
825,536,billing,2026-04-25,36.7,4.0
826,536,performance,2026-05-06,0.3,
827,537,performance,2026-03-09,15.6,1.0
828,537,performance,2026-05-04,11.8,4.0
829,537,performance,2026-06-27,52.4,2.0
830,538,feature_request,2026-02-28,62.8,3.0
831,538,billing,2026-08-02,78.5,4.0
832,539,bug,2026-08-23,76.6,1.0
833,539,feature_request,2026-08-25,3.7,5.0
834,540,performance,2026-06-28,7.9,5.0
835,541,how_to,2026-04-30,20.7,4.0
836,541,feature_request,2026-01-30,2.1,2.0
837,543,how_to,2026-08-28,9.1,4.0
838,543,feature_request,2026-08-10,2.2,
839,544,feature_request,2026-08-12,20.3,
840,544,performance,2026-07-09,57.7,4.0
841,544,how_to,2026-05-08,0.1,1.0
842,545,bug,2026-02-16,4.2,2.0
843,545,performance,2026-05-08,77.7,2.0
844,546,billing,2025-12-21,7.1,2.0
845,547,feature_request,2026-03-19,18.5,1.0
846,547,bug,2026-07-30,18.3,5.0
847,547,billing,2026-01-20,12.5,3.0
848,547,billing,2026-03-08,4.4,5.0
849,548,feature_request,2026-08-30,18.8,2.0
850,548,feature_request,2026-08-30,28.5,5.0
851,548,how_to,2026-08-28,17.4,4.0
852,548,bug,2026-09-02,111.2,3.0
853,549,performance,2026-07-04,4.5,4.0
854,549,billing,2026-05-26,11.6,
855,550,performance,2026-03-10,36.5,1.0
856,551,billing,2025-07-31,10.0,
857,551,how_to,2025-03-05,39.9,
858,552,bug,2026-07-12,16.9,3.0
859,553,feature_request,2026-05-18,25.1,5.0
860,554,how_to,2025-02-10,20.3,1.0
861,554,bug,2026-02-13,47.8,3.0
862,556,how_to,2026-03-04,11.2,2.0
863,556,performance,2026-07-31,2.3,3.0
864,556,bug,2026-01-05,14.7,5.0
865,557,how_to,2026-06-13,81.7,4.0
866,557,billing,2026-07-14,76.2,1.0
867,558,bug,2026-07-25,54.2,
868,559,bug,2026-06-29,17.9,2.0
869,559,feature_request,2026-06-22,27.9,
870,560,bug,2026-07-17,1.3,3.0
871,562,how_to,2026-07-29,9.1,1.0
872,563,performance,2025-07-26,5.1,4.0
873,564,performance,2026-08-10,14.1,2.0
874,564,performance,2026-04-23,20.6,3.0
875,565,feature_request,2025-12-08,30.2,4.0
876,565,feature_request,2025-07-28,22.4,4.0
877,567,feature_request,2026-08-31,21.8,
878,568,bug,2026-03-27,44.2,3.0
879,570,feature_request,2026-06-19,3.4,3.0
880,570,billing,2026-03-09,73.5,1.0
881,573,billing,2026-07-05,18.9,
882,575,feature_request,2026-05-21,5.8,1.0
883,576,how_to,2026-06-10,11.0,4.0
884,576,performance,2026-06-04,11.9,1.0
885,577,feature_request,2026-06-23,1.7,2.0
886,577,bug,2025-08-05,9.1,5.0
887,577,performance,2026-09-02,7.4,1.0
888,578,performance,2026-08-28,27.9,2.0
889,578,how_to,2026-08-12,9.0,5.0
890,578,billing,2026-08-03,1.5,5.0
891,578,feature_request,2026-09-02,29.0,4.0
892,580,feature_request,2026-06-22,28.4,4.0
893,581,bug,2026-03-24,8.4,2.0
894,581,billing,2025-04-29,14.2,3.0
895,582,bug,2026-09-01,26.1,2.0
896,582,feature_request,2026-09-02,22.6,1.0
897,582,billing,2026-09-01,59.2,2.0
898,584,bug,2026-05-01,15.4,5.0
899,584,how_to,2026-01-01,9.7,1.0
900,585,billing,2025-11-12,17.6,5.0
901,585,how_to,2026-04-07,1.3,3.0
902,585,how_to,2026-03-31,6.4,1.0
903,586,performance,2026-08-22,4.8,1.0
904,587,how_to,2025-12-07,7.2,4.0
905,588,performance,2025-06-05,63.1,2.0
906,589,how_to,2026-04-03,35.9,2.0
907,589,performance,2026-08-22,39.6,3.0
908,590,how_to,2025-06-10,24.8,4.0
909,591,billing,2026-07-10,18.1,
910,591,bug,2026-05-03,0.8,1.0
911,591,bug,2026-07-26,24.5,1.0
912,593,performance,2026-01-12,18.9,5.0
913,595,performance,2026-08-05,2.6,4.0
914,595,billing,2026-03-13,3.8,
915,596,billing,2025-12-16,2.7,5.0
916,596,performance,2026-03-19,25.2,2.0
917,597,bug,2026-04-21,2.9,
918,597,how_to,2026-05-21,1.2,3.0
919,597,how_to,2026-07-03,7.1,3.0
920,599,how_to,2026-06-17,68.7,4.0
921,600,billing,2025-10-16,32.0,5.0
922,600,how_to,2025-03-10,7.7,1.0
923,600,bug,2025-11-10,24.5,5.0
924,601,how_to,2024-11-08,7.9,3.0
925,601,billing,2026-05-24,64.1,5.0
926,603,billing,2026-08-23,41.4,2.0
927,603,bug,2026-08-11,24.9,3.0
928,603,performance,2026-07-30,25.0,4.0
929,603,billing,2026-07-26,3.3,5.0
930,603,feature_request,2026-07-27,25.2,5.0
931,604,billing,2026-08-18,10.8,2.0
932,604,performance,2026-02-18,42.0,2.0
933,604,how_to,2026-08-24,29.0,4.0
934,605,how_to,2024-11-30,13.4,3.0
935,606,billing,2025-05-23,17.9,3.0
936,606,billing,2025-08-04,1.6,5.0
937,606,how_to,2025-08-06,86.3,
938,607,feature_request,2026-04-08,10.5,2.0
939,608,billing,2026-04-30,9.1,2.0
940,608,billing,2025-09-09,3.2,4.0
941,608,performance,2025-04-09,25.6,
942,610,how_to,2026-01-02,14.8,3.0
943,610,feature_request,2026-05-26,1.9,5.0
944,610,bug,2025-04-21,26.7,5.0
945,611,bug,2026-07-10,13.1,3.0
946,612,bug,2026-07-26,19.2,5.0
947,612,feature_request,2026-08-31,5.1,2.0
948,614,performance,2026-07-10,44.5,
949,614,billing,2026-02-07,13.8,4.0
950,614,how_to,2026-04-19,10.1,2.0
951,615,billing,2026-01-11,33.9,4.0
952,616,feature_request,2026-05-20,5.0,3.0
953,619,performance,2026-03-12,1.2,2.0
954,619,billing,2026-02-07,20.4,1.0
955,620,billing,2025-04-24,21.8,3.0
956,620,billing,2024-12-27,7.7,2.0
957,622,performance,2026-08-20,27.0,2.0
958,622,billing,2025-08-15,5.5,5.0
959,622,feature_request,2025-10-27,10.4,5.0
960,625,performance,2026-06-12,2.7,5.0
961,625,bug,2025-02-16,40.2,3.0
962,625,billing,2026-05-14,20.7,4.0
963,625,billing,2026-06-23,23.1,4.0
964,626,bug,2025-11-19,33.0,1.0
965,626,how_to,2026-05-01,45.7,5.0
966,626,billing,2026-06-25,8.1,5.0
967,627,billing,2026-02-22,76.1,2.0
968,629,how_to,2025-08-22,29.9,1.0
969,631,billing,2025-10-03,59.1,4.0
970,634,performance,2025-05-25,24.9,2.0
971,634,performance,2026-06-19,6.4,5.0
972,634,bug,2025-08-02,4.1,2.0
973,635,how_to,2026-08-27,14.3,5.0
974,635,billing,2026-08-03,12.5,5.0
975,635,how_to,2026-08-28,99.4,4.0
976,636,how_to,2026-04-09,10.5,1.0
977,637,how_to,2025-11-06,59.2,3.0
978,638,feature_request,2025-12-11,25.7,3.0
979,638,performance,2026-07-20,57.0,
980,640,bug,2026-04-20,5.0,1.0
981,640,bug,2026-05-08,8.7,1.0
982,640,bug,2025-08-31,2.3,2.0
983,640,performance,2025-10-07,3.7,4.0
984,642,feature_request,2026-05-20,3.4,4.0
985,642,feature_request,2025-11-09,24.7,1.0
986,646,feature_request,2025-11-26,18.5,5.0
987,646,performance,2026-04-18,27.1,1.0
988,646,how_to,2026-04-30,27.5,
989,647,billing,2025-06-16,1.0,5.0
990,648,feature_request,2025-06-19,114.8,4.0
991,648,feature_request,2025-05-13,4.3,3.0
992,648,how_to,2025-07-25,28.2,1.0
993,649,performance,2026-06-06,38.5,5.0
994,649,performance,2026-04-19,2.7,
995,649,how_to,2026-03-19,36.4,4.0
996,649,billing,2025-12-16,57.8,1.0
997,650,how_to,2025-01-25,13.8,5.0
998,650,how_to,2026-04-02,8.9,3.0
999,651,feature_request,2026-03-13,49.9,3.0
1000,651,feature_request,2026-07-05,32.1,4.0
1001,651,how_to,2026-01-16,7.0,2.0
1002,653,performance,2026-06-08,30.6,4.0
1003,653,bug,2026-03-07,7.1,4.0
1004,654,performance,2026-08-02,11.3,2.0
1005,655,performance,2026-01-01,41.6,3.0
1006,656,billing,2025-10-25,12.5,2.0
1007,657,billing,2026-08-09,0.4,5.0
1008,658,feature_request,2026-08-04,176.1,
1009,658,performance,2026-03-27,5.7,3.0
1010,659,billing,2026-07-04,80.8,4.0
1011,660,performance,2026-03-04,91.0,
1012,660,bug,2026-06-23,80.0,
1013,660,how_to,2026-08-24,4.3,1.0
1014,661,performance,2026-06-27,7.6,2.0
1015,662,performance,2026-03-19,10.1,4.0
1016,662,performance,2025-02-27,95.6,4.0
1017,663,how_to,2026-08-14,102.8,4.0
1018,663,performance,2026-04-22,41.3,3.0
1019,664,billing,2026-06-14,1.4,
1020,666,performance,2026-03-01,29.6,5.0
1021,666,bug,2026-06-12,31.6,4.0
1022,666,how_to,2026-03-10,4.6,4.0
1023,666,how_to,2026-02-18,10.8,1.0
1024,667,billing,2026-05-09,10.8,1.0
1025,668,bug,2026-05-30,13.6,3.0
1026,668,bug,2025-12-20,38.2,5.0
1027,668,how_to,2026-08-19,21.7,2.0
1028,669,billing,2026-02-01,23.9,4.0
1029,669,bug,2026-08-01,13.0,3.0
1030,673,bug,2025-08-24,5.7,2.0
1031,674,bug,2025-09-21,4.3,1.0
1032,674,bug,2025-08-01,77.1,5.0
1033,675,feature_request,2025-10-19,0.2,3.0
1034,675,billing,2026-03-21,0.5,4.0
1035,675,how_to,2025-03-26,21.2,5.0
1036,675,bug,2025-11-17,14.6,
1037,676,how_to,2025-04-02,13.2,5.0
1038,677,bug,2026-08-29,40.3,2.0
1039,677,how_to,2026-08-29,21.3,5.0
1040,677,feature_request,2026-08-30,5.7,2.0
1041,678,feature_request,2026-07-18,42.5,1.0
1042,679,performance,2025-07-12,48.4,3.0
1043,680,how_to,2026-07-27,5.5,
1044,680,billing,2026-07-02,23.7,4.0
1045,681,feature_request,2026-04-30,16.0,5.0
1046,681,feature_request,2026-06-06,20.0,5.0
1047,682,feature_request,2026-05-23,16.3,2.0
1048,682,billing,2025-11-13,5.1,5.0
1049,682,performance,2026-08-09,15.0,1.0
1050,682,bug,2026-01-29,6.8,3.0
1051,683,feature_request,2026-03-31,24.0,2.0
1052,683,feature_request,2025-04-13,18.8,2.0
1053,683,how_to,2026-07-05,3.3,3.0
1054,684,feature_request,2025-11-08,23.4,3.0
1055,685,how_to,2026-03-19,4.3,5.0
1056,685,performance,2026-06-28,12.5,5.0
1057,686,how_to,2026-07-02,2.1,5.0
1058,686,billing,2025-10-29,100.1,
1059,686,billing,2025-03-21,26.3,2.0
1060,687,bug,2026-05-08,2.8,2.0
1061,688,bug,2026-07-12,25.1,1.0
1062,689,billing,2026-07-28,36.0,1.0
1063,690,feature_request,2026-08-22,9.6,5.0
1064,690,how_to,2026-05-01,6.8,2.0
1065,690,performance,2026-08-07,106.2,
1066,691,performance,2025-06-29,5.7,4.0
1067,691,performance,2026-02-06,6.6,4.0
1068,692,performance,2026-03-19,6.4,4.0
1069,694,billing,2025-07-05,0.2,3.0
1070,694,feature_request,2025-05-20,27.4,5.0
1071,694,how_to,2025-12-15,41.9,2.0
1072,697,how_to,2026-05-08,23.4,
1073,697,feature_request,2026-07-19,8.9,3.0
1074,698,how_to,2026-02-16,70.6,1.0
1075,698,bug,2026-04-19,12.5,2.0
1076,698,how_to,2025-12-23,35.5,1.0
1077,699,feature_request,2025-01-11,66.2,1.0
1078,699,bug,2025-02-03,41.9,5.0
1079,699,feature_request,2026-05-06,37.6,3.0
1080,701,bug,2026-05-03,73.0,1.0
1081,701,bug,2026-05-20,1.2,
1082,703,billing,2024-12-19,0.4,
1083,703,feature_request,2026-04-30,77.5,3.0
1084,707,feature_request,2025-10-04,18.7,1.0
1085,707,feature_request,2025-11-05,14.8,5.0
1086,707,performance,2026-02-16,16.6,2.0
1087,707,billing,2026-07-30,1.8,1.0
1088,708,how_to,2026-07-28,3.9,4.0
1089,708,how_to,2026-07-19,25.1,3.0
1090,708,billing,2026-08-21,4.5,1.0
1091,709,bug,2026-03-31,78.7,4.0
1092,709,how_to,2026-07-19,17.5,3.0
1093,711,bug,2026-07-06,39.1,1.0
1094,712,how_to,2025-08-24,33.6,1.0
1095,712,performance,2025-12-31,3.4,3.0
1096,712,performance,2025-09-25,19.0,2.0
1097,713,billing,2026-07-08,13.0,5.0
1098,714,performance,2025-12-29,2.3,4.0
1099,714,bug,2025-05-07,7.3,
1100,715,bug,2026-08-19,30.6,4.0
1101,717,billing,2026-09-01,37.3,4.0
1102,718,billing,2024-11-24,6.5,3.0
1103,719,how_to,2026-04-25,48.3,5.0
1104,719,bug,2026-03-10,21.6,2.0
1105,721,how_to,2026-02-09,28.9,1.0
1106,722,performance,2026-07-26,16.9,3.0
1107,723,billing,2026-08-08,12.0,5.0
1108,723,how_to,2026-08-25,45.2,1.0
1109,723,feature_request,2026-06-17,16.3,1.0
1110,723,performance,2026-06-18,15.3,4.0
1111,724,performance,2026-06-16,9.7,4.0
1112,724,billing,2025-06-08,16.3,5.0
1113,724,feature_request,2025-06-05,20.4,1.0
1114,725,billing,2025-08-07,16.0,1.0
1115,726,bug,2026-07-17,6.6,5.0
1116,727,bug,2026-06-14,14.8,2.0
1117,727,bug,2026-04-11,8.8,5.0
1118,729,billing,2026-02-09,19.3,3.0
1119,730,bug,2026-07-07,80.8,4.0
1120,731,performance,2026-08-30,6.7,2.0
1121,732,billing,2026-06-03,29.7,3.0
1122,732,feature_request,2026-05-05,0.5,3.0
1123,733,billing,2025-01-11,19.9,4.0
1124,733,performance,2025-04-10,5.5,
1125,734,billing,2026-05-03,45.9,3.0
1126,736,billing,2025-07-09,9.2,4.0
1127,736,how_to,2025-12-30,56.7,3.0
1128,739,billing,2026-04-09,5.2,3.0
1129,740,feature_request,2025-10-04,7.5,5.0
1130,740,bug,2026-07-22,29.1,5.0
1131,740,bug,2026-05-26,25.8,4.0
1132,740,feature_request,2025-08-11,108.5,5.0
1133,741,performance,2025-04-19,1.3,5.0
1134,744,billing,2026-07-25,3.9,2.0
1135,744,performance,2026-07-29,8.0,4.0
1136,744,how_to,2026-08-25,11.3,2.0
1137,744,how_to,2026-08-27,33.9,
1138,745,how_to,2026-05-10,0.4,2.0
1139,747,feature_request,2026-08-23,15.1,3.0
1140,747,feature_request,2026-04-01,10.8,2.0
1141,747,feature_request,2026-07-23,2.8,3.0
1142,748,performance,2026-07-24,17.2,4.0
1143,748,performance,2025-09-22,16.0,4.0
1144,749,how_to,2025-12-11,1.2,1.0
1145,749,how_to,2025-11-16,1.6,
1146,749,bug,2025-10-16,5.0,5.0
1147,751,billing,2026-08-23,43.4,2.0
1148,751,performance,2026-08-19,4.0,1.0
1149,752,feature_request,2026-01-13,11.2,5.0
1150,753,feature_request,2025-01-16,12.6,2.0
1151,754,how_to,2025-12-27,3.7,5.0
1152,756,billing,2026-05-14,43.5,
1153,757,billing,2025-11-25,4.5,5.0
1154,757,billing,2026-04-05,5.3,5.0
1155,758,how_to,2025-01-02,5.7,
1156,760,how_to,2026-08-06,39.0,2.0
1157,761,how_to,2026-08-23,3.8,2.0
1158,761,bug,2026-08-17,28.7,4.0
1159,762,bug,2025-12-25,6.7,2.0
1160,762,feature_request,2025-12-17,44.3,5.0
1161,762,billing,2025-08-30,5.6,2.0
1162,762,performance,2026-01-10,1.8,2.0
1163,763,performance,2025-07-20,2.3,1.0
1164,763,feature_request,2026-06-25,70.9,
1165,763,billing,2025-07-23,7.2,
1166,764,bug,2025-11-23,1.3,4.0
1167,765,billing,2026-01-07,12.3,
1168,766,how_to,2025-09-23,4.0,2.0
1169,766,how_to,2025-10-28,11.0,3.0
1170,767,feature_request,2026-07-07,38.4,4.0
1171,768,how_to,2025-09-23,11.0,5.0
1172,770,billing,2025-11-27,102.3,
1173,771,performance,2024-12-10,58.2,3.0
1174,771,performance,2025-02-09,19.4,2.0
1175,773,feature_request,2025-12-21,25.2,5.0
1176,773,feature_request,2026-05-29,48.4,4.0
1177,774,bug,2026-07-17,18.9,2.0
1178,774,performance,2026-08-20,32.4,
1179,775,feature_request,2025-11-09,38.3,5.0
1180,775,how_to,2026-02-06,30.6,
1181,777,how_to,2026-05-16,9.9,1.0
1182,779,bug,2025-09-28,23.2,5.0
1183,780,bug,2025-11-20,3.1,2.0
1184,780,bug,2026-06-18,45.8,
1185,782,how_to,2026-01-04,8.7,
1186,782,how_to,2025-10-29,24.4,3.0
1187,782,billing,2025-03-12,10.3,
1188,782,bug,2025-09-25,63.3,5.0
1189,784,billing,2026-06-22,7.1,5.0
1190,784,billing,2024-12-31,10.9,4.0
1191,785,how_to,2025-11-27,42.1,4.0
1192,786,feature_request,2025-05-18,20.2,3.0
1193,786,how_to,2025-06-27,48.5,5.0
1194,786,bug,2025-12-20,13.6,
1195,787,feature_request,2026-06-04,11.8,3.0
1196,787,billing,2025-10-19,72.7,
1197,788,feature_request,2026-08-17,2.1,2.0
1198,788,bug,2026-03-27,30.9,1.0
1199,788,performance,2025-11-24,9.0,4.0
1200,789,billing,2026-05-24,36.1,
1201,789,how_to,2026-08-06,11.6,3.0
1202,790,performance,2025-09-09,11.0,2.0
1203,791,feature_request,2026-05-17,17.8,2.0
1204,791,how_to,2026-08-22,26.7,5.0
1205,792,feature_request,2025-11-23,65.0,3.0
1206,793,performance,2026-08-13,23.1,2.0
1207,793,bug,2026-08-22,17.1,5.0
1208,793,performance,2026-08-30,18.9,
1209,794,feature_request,2026-05-12,5.2,4.0
1210,795,bug,2025-08-27,1.3,5.0
1211,795,bug,2025-07-07,0.9,2.0
1212,796,how_to,2025-03-25,6.7,2.0
1213,796,feature_request,2025-12-13,32.8,2.0
1214,799,billing,2025-10-18,6.8,2.0
1215,800,how_to,2026-06-14,1.8,3.0
1216,800,bug,2026-05-28,7.7,2.0
1217,800,how_to,2026-06-22,93.9,3.0
